time,leader_q1,leader_q2,leader_dq1,leader_dq2,leader_u1,leader_u2,follower_q1,follower_q2,follower_dq1,follower_dq2,follower_u1,follower_u2
2.24,0.7999999999797094,-1.0000000000274212,-2.603319685911021e-10,-2.9777713403263154e-10,2.042353459021038e-09,2.393650489949113e-09,0.7649567274041729,-0.9336146940158921,0.15228630985771338,-0.2619831140605562,-0.5553096942766719,0.8713290154545037
2.25,0.7999999999793765,-1.0000000000275933,1.1339500901567503e-09,7.277705118179555e-10,-7.407121287655752e-09,-4.557792195872399e-09,0.7658100973576342,-0.9350854252648753,0.12569587360622497,-0.21680068267500402,-0.3866192241611138,0.5851126544203048
2.26,0.7999999999786691,-1.0000000000279332,-1.398530340074855e-10,-1.0149619843689886e-10,1.239647566485198e-09,1.0697487209719701e-09,0.7667339117787949,-0.9366816937698925,0.11357293998469127,-0.19635084787105644,-0.31699564536116775,0.4682480332916066
2.27,0.7999999999780497,-1.0000000000282154,-1.1099969514487832e-10,-5.411860744185382e-11,1.052466063048138e-09,7.523567498377555e-10,0.7675781823422659,-0.938144224073081,0.11888897263662311,-0.20600789145291137,-0.3645458803558162,0.5536305075857029
2.28,0.7999999999774478,-1.0000000000286402,-1.589775020570454e-10,-1.2775847223177774e-10,1.3860051067640022e-09,1.2574787575028486e-09,0.7681650737306135,-0.9391631814255434,0.143436148873506,-0.24914232551244703,-0.5390005107165585,0.8598847473877181
2.29,0.7999999999765457,-1.0000000000294806,-1.7573119046824202e-10,-1.79049722150259e-10,1.5119260152846195e-09,1.6167422244303615e-09,0.7688770162856824,-0.9404022658870848,0.12355267890993035,-0.21512948370483428,-0.41386483500947546,0.6462216602810451
2.3,0.7999999999755063,-1.0000000000306746,9.181756181601267e-11,1.6141234978999424e-10,-2.880085766872602e-10,-6.754749808606659e-10,0.7696286460024692,-0.9417133711688124,0.11454449753367595,-0.19994692808994102,-0.3630174796796842,0.561174419152668
2.31,0.799999999974756,-1.000000000031412,-1.9841108315506227e-10,-2.1308703260940115e-10,1.6901542215595864e-09,1.873915180634322e-09,0.7701770265564603,-0.9426723286123035,0.13309421019258016,-0.2328391950937488,-0.4962773997892654,0.7971882048038478
2.32,0.7999999999741203,-1.0000000000319873,-1.5254920702840974e-10,-1.4253440789862636e-10,1.3878681360025391e-09,1.4033868844365836e-09,0.7708390783392958,-0.9438328485845265,0.11494987996766944,-0.20158571302764317,-0.38225556989973486,0.6011581280694206
2.33,0.7999999999738299,-1.000000000032136,1.120753381860642e-09,7.303568119746389e-10,-7.241876658305513e-09,-4.513277330506906e-09,0.7713639166217008,-0.9447549860473586,0.12594854208937345,-0.2213931216312563,-0.46398947993642026,0.7479790550718148
2.34,0.7999999999730686,-1.0000000000327416,-2.0330199263996914e-10,-1.731666098290953e-10,1.7463663770840933e-09,1.621393527655283e-09,0.7718833970099707,-0.945669848920712,0.12138842361685916,-0.2138905319012514,-0.4401429482281199,0.7095894196978124
2.35,0.7999999999711108,-1.0000000000340863,-1.068038796856286e-09,-5.158596947982317e-10,7.636512785409344e-09,3.963414159385783e-09,0.7724942977599795,-0.9467483802878478,0.10634012845543993,-0.1878208168027266,-0.34641919672576676,0.5475787157120278
2.36,0.7999999999703507,-1.0000000000345657,-1.1162770228972433e-09,-5.679981637300411e-10,7.973978606152214e-09,4.323490648433923e-09,0.7730843992860632,-0.9477926865168081,0.104802051150515,-0.18553940198053565,-0.34402781517416725,0.5463425597242038
2.37,0.7999999999712388,-1.0000000000338265,1.1663005313729127e-09,8.018037424609293e-10,-7.51532042411902e-09,-4.974637972468549e-09,0.7736617614759695,-0.948816856873597,0.10239500129835957,-0.1817062494176553,-0.3355702014717732,0.5343141506885719
2.38,0.7999999999709366,-1.0000000000339762,-8.08840303721103e-11,-5.994142827896581e-11,9.45424355327346e-10,8.705260293556924e-10,0.7741260554470305,-0.9496423261347984,0.1112295792938883,-0.19784732384719553,-0.40180422496078283,0.6549670815445094
2.39,0.7999999999696941,-1.0000000000346867,-1.047117086063127e-09,-5.399874251482491e-10,7.514003587076836e-09,4.135214960262474e-09,0.7745852568898355,-0.950460635948383,0.10733092438082394,-0.19136540600654936,-0.3816220711817699,0.6221802811549851
2.4,0.7999999999693358,-1.0000000000349096,-1.1214140179574544e-09,-5.95816100714715e-10,8.022672508237205e-09,4.516810062707879e-09,0.775031558467027,-0.951257831890049,0.10452399754853356,-0.18679827753828074,-0.3686674331593155,0.6020845680782554
2.41,0.7999999999732936,-1.0000000000308122,8.197372718158297e-10,9.474436482563586e-10,-5.193492522794416e-09,-6.00333143664633e-09,0.7753642851157759,-0.9518534605107342,0.11304712922054908,-0.2025048180124784,-0.4309971970758195,0.7166608099451827
